country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,32,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,36,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,56,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,66,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,66,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,78,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,76,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,86,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,89,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,68,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,67,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,69,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,73,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,71,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,69,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,68,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,63,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,60,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,56,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,55,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,53,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,48,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,49,Total,Units,%,Estimated value,Free,,Under 15 years old
Mexico,MX,MEX,484,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,48,Total,Units,%,Estimated value,Free,,Under 15 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,8.00,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,11.30,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,15.90,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,21.50,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,28.40,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,38.40,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,48.00,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,54.30,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,61.10,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,69.90,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,77.10,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,83.10,Female,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,10.70,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,13.40,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,19.20,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,25.20,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,32.70,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,40.90,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,48.70,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,58.10,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,67.70,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,77.50,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,84.80,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,90.30,Male,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,9.10,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,12.20,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,17.30,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,23.10,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,30.30,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,39.50,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,48.10,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,56.10,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,64.20,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,73.30,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,80.60,Total,,%,,,,10 to 19 years old
Morocco,MA,MAR,504,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,86.40,Total,,%,,,,10 to 19 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,11,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,15,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,23,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,36,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,39,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,45,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,52,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,53,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,58,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,50,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,57,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,63,Total,Units,%,Estimated value,Free,,Under 15 years old
Mozambique,MZ,MOZ,508,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,67,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,30,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,41,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,54,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,64,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,72,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,86,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,89,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,92,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,94,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,95,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,92,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,75,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,70,Total,Units,%,Estimated value,Free,,Under 15 years old
Myanmar,MM,MMR,104,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,64,Total,Units,%,Estimated value,Free,,Under 15 years old
Namibia,,NAM,516,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,43,Total,Units,%,Estimated value,Free,,Under 15 years old
Namibia,,NAM,516,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,49,Total,Units,%,Estimated value,Free,,Under 15 years old
Namibia,,NAM,516,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,54,Total,Units,%,Estimated value,Free,,Under 15 years old
